Timestamp,Camera id,people Count,Density,Device Status,Crowd Status,Track,FPS
2025-06-09 16-24-14,Camera 0,2,0.02,OFF,High (0.27),"1,2",184.89
2025-06-09 16-24-14,Camera 0,2,0.02,OFF,High (0.27),"1,2",176.09
2025-06-09 16-24-15,Camera 0,2,0.02,OFF,High (0.27),"1,2",177.93
2025-06-09 16-24-15,Camera 0,2,0.02,OFF,High (0.27),"1,2",172.06
2025-06-09 16-24-15,Camera 0,2,0.02,OFF,High (0.27),"1,2",181.13
2025-06-09 16-24-15,Camera 0,2,0.02,OFF,High (0.27),"1,2",182.54
2025-06-09 16-24-16,Camera 0,2,0.02,OFF,High (0.27),"1,2",182.55
2025-06-09 16-24-16,Camera 0,2,0.02,OFF,High (0.27),"1,2",177.6
2025-06-09 16-24-16,Camera 0,2,0.02,OFF,High (0.27),"1,2",203.27
2025-06-09 16-24-16,Camera 0,2,0.02,OFF,High (0.27),"1,2",183.39
2025-06-09 16-24-16,Camera 0,2,0.02,OFF,High (0.27),"1,2",200.87
2025-06-09 16-24-17,Camera 0,2,0.02,OFF,High (0.27),"1,2",185.51
2025-06-09 16-24-17,Camera 0,2,0.02,OFF,High (0.27),"1,2",219.35
2025-06-09 16-24-17,Camera 0,2,0.02,OFF,High (0.27),"1,2",212.38
2025-06-09 16-24-17,Camera 0,2,0.02,OFF,High (0.27),"1,2",191.17
2025-06-09 16-24-18,Camera 0,2,0.02,OFF,High (0.27),"1,2",186.03
2025-06-09 16-24-18,Camera 0,2,0.02,OFF,High (0.27),"1,2",175.57
2025-06-09 16-24-18,Camera 0,2,0.02,OFF,High (0.27),"1,2",172.35
2025-06-09 16-24-18,Camera 0,2,0.02,OFF,High (0.27),"1,2",184.52
2025-06-09 16-24-19,Camera 0,2,0.02,OFF,High (0.27),"1,2",184.82
2025-06-09 16-24-19,Camera 0,2,0.02,OFF,High (0.27),"1,2",181.82
2025-06-09 16-24-19,Camera 0,2,0.02,OFF,High (0.27),"1,2",183.61
2025-06-09 16-24-19,Camera 0,2,0.02,OFF,High (0.27),"1,2",187.37
2025-06-09 16-24-20,Camera 0,2,0.02,OFF,High (0.27),"1,2",172.04
2025-06-09 16-24-20,Camera 0,2,0.02,OFF,High (0.27),"1,2",182.43
2025-06-09 16-24-20,Camera 0,2,0.02,OFF,High (0.27),"1,2",186.06
2025-06-09 16-24-20,Camera 0,2,0.02,OFF,High (0.27),"1,2",188.23
2025-06-09 16-24-21,Camera 0,2,0.02,OFF,High (0.27),"1,2",179.68
2025-06-09 16-24-21,Camera 0,2,0.02,OFF,High (0.27),"1,2",184.91
2025-06-09 16-24-21,Camera 0,2,0.02,OFF,High (0.27),"1,2",184.42
2025-06-09 16-24-21,Camera 0,2,0.02,OFF,High (0.27),"1,2",186.95
2025-06-09 16-24-21,Camera 0,2,0.02,OFF,High (0.27),"1,2",192.38
2025-06-09 16-24-22,Camera 0,2,0.02,OFF,High (0.27),"1,2",184.36
2025-06-09 16-24-22,Camera 0,2,0.02,OFF,High (0.27),"1,2",181.4
2025-06-09 16-24-22,Camera 0,2,0.02,OFF,High (0.27),"1,2",183.98
2025-06-09 16-24-22,Camera 0,2,0.02,OFF,High (0.27),"1,2",189.41
2025-06-09 16-24-23,Camera 0,2,0.02,OFF,High (0.27),"1,2",180.62
2025-06-09 16-24-23,Camera 0,2,0.02,OFF,High (0.27),"1,2",185.41
2025-06-09 16-24-23,Camera 0,2,0.02,OFF,High (0.27),"1,2",182.87
2025-06-09 16-24-23,Camera 0,2,0.02,OFF,High (0.27),"1,2",179.11
2025-06-09 16-24-24,Camera 0,2,0.02,OFF,High (0.27),"1,2",184.97
2025-06-09 16-24-24,Camera 0,2,0.02,OFF,High (0.27),"1,2",196.94
2025-06-09 16-24-24,Camera 0,2,0.02,OFF,High (0.27),"1,2",183.26
2025-06-09 16-24-24,Camera 0,2,0.02,OFF,High (0.27),"1,2",192.02
2025-06-09 16-24-24,Camera 0,2,0.02,OFF,High (0.27),"1,2",189.38
2025-06-09 16-24-25,Camera 0,2,0.02,OFF,High (0.27),"1,2",190.9
2025-06-09 16-24-25,Camera 0,2,0.02,OFF,High (0.27),"1,2",191.36
2025-06-09 16-24-25,Camera 0,2,0.02,OFF,High (0.27),"1,2",184.46
2025-06-09 16-24-25,Camera 0,2,0.02,OFF,High (0.27),"1,2",181.09
2025-06-09 16-24-26,Camera 0,2,0.02,OFF,High (0.27),"1,2",182.13
2025-06-09 16-24-26,Camera 0,2,0.02,OFF,High (0.27),"1,2",185.06
2025-06-09 16-24-26,Camera 0,2,0.02,OFF,High (0.27),"1,2",184.23
2025-06-09 16-24-26,Camera 0,2,0.02,OFF,High (0.27),"1,2",188.23
2025-06-09 16-24-27,Camera 0,2,0.02,OFF,High (0.27),"1,2",139.56
2025-06-09 16-24-27,Camera 0,2,0.02,OFF,High (0.27),"1,2",177.18
2025-06-09 16-24-27,Camera 0,2,0.02,OFF,High (0.27),"1,2",143.49
2025-06-09 16-24-27,Camera 0,2,0.02,OFF,High (0.27),"1,2",180.52
2025-06-09 16-24-27,Camera 0,2,0.02,OFF,High (0.27),"1,2",175.65
2025-06-09 16-24-28,Camera 0,2,0.02,OFF,High (0.27),"1,2",171.58
2025-06-09 16-24-28,Camera 0,2,0.02,OFF,High (0.27),"1,2",141.17
2025-06-09 16-24-28,Camera 0,2,0.02,OFF,High (0.27),"1,2",177.81
2025-06-09 16-24-28,Camera 0,2,0.02,OFF,High (0.27),"1,2",183.12
2025-06-09 16-24-29,Camera 0,2,0.02,OFF,High (0.27),"1,2",184.14
2025-06-09 16-24-29,Camera 0,2,0.02,OFF,High (0.27),"1,2",193.69
2025-06-09 16-24-29,Camera 0,2,0.02,OFF,High (0.27),"1,2",185.24
2025-06-09 16-24-29,Camera 0,2,0.02,OFF,High (0.27),"1,2",206.35
2025-06-09 16-24-29,Camera 0,2,0.02,OFF,High (0.27),"1,2",215.81
2025-06-09 16-24-30,Camera 0,2,0.02,OFF,High (0.27),"1,2",193.03
2025-06-09 16-24-30,Camera 0,2,0.02,OFF,High (0.27),"1,2",194.6
2025-06-09 16-24-30,Camera 0,2,0.02,OFF,High (0.27),"1,2",192.28
2025-06-09 16-24-30,Camera 0,2,0.02,OFF,High (0.27),"1,2",192.93
2025-06-09 16-24-31,Camera 0,2,0.02,OFF,High (0.27),"1,2",190.43
2025-06-09 16-24-31,Camera 0,2,0.02,OFF,High (0.27),"1,2",188.22
2025-06-09 16-24-31,Camera 0,2,0.02,OFF,High (0.27),"1,2",186.88
2025-06-09 16-24-31,Camera 0,2,0.02,OFF,High (0.27),"1,2",208.63
2025-06-09 16-24-32,Camera 0,2,0.02,OFF,High (0.27),"1,2",141.63
2025-06-09 16-24-32,Camera 0,2,0.02,OFF,High (0.27),"1,2",148.95
2025-06-09 16-24-32,Camera 0,2,0.02,OFF,High (0.27),"1,2",142
2025-06-09 16-24-32,Camera 0,2,0.02,OFF,High (0.27),"1,2",148.82
2025-06-09 16-24-32,Camera 0,2,0.02,OFF,High (0.27),"1,2",141.84
2025-06-09 16-24-33,Camera 0,2,0.02,OFF,High (0.27),"1,2",139.81
2025-06-09 16-24-33,Camera 0,2,0.02,OFF,High (0.27),"1,2",175.72
2025-06-09 16-24-33,Camera 0,2,0.02,OFF,High (0.27),"1,2",180.64
2025-06-09 16-24-33,Camera 0,2,0.02,OFF,High (0.27),"1,2",189.97
2025-06-09 16-24-34,Camera 0,2,0.02,OFF,High (0.27),"1,2",196.15
2025-06-09 16-24-34,Camera 0,2,0.02,OFF,High (0.27),"1,2",325.47
2025-06-09 16-24-34,Camera 0,2,0.02,OFF,High (0.27),"1,2",184.85
2025-06-09 16-24-34,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",189.82
2025-06-09 16-24-35,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",176.74
2025-06-09 16-24-35,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",179.95
2025-06-09 16-24-35,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",180.46
2025-06-09 16-24-35,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",147.56
2025-06-09 16-24-35,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",151.18
2025-06-09 16-24-36,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",201.76
2025-06-09 16-24-36,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",136.64
2025-06-09 16-24-36,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",197.83
2025-06-09 16-24-36,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",188.98
2025-06-09 16-24-37,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",149.06
2025-06-09 16-24-37,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",227.13
2025-06-09 16-24-37,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",141.22
2025-06-09 16-24-37,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",142.24
2025-06-09 16-24-37,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",140.47
2025-06-09 16-24-38,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",182.05
2025-06-09 16-24-38,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",142.42
2025-06-09 16-24-38,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",140.36
2025-06-09 16-24-38,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",143.41
2025-06-09 16-24-38,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",152.86
2025-06-09 16-24-38,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",143.11
2025-06-09 16-24-39,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",150.54
2025-06-09 16-24-39,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",142.91
2025-06-09 16-24-39,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",154.53
2025-06-09 16-24-39,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",142.74
2025-06-09 16-24-39,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",149.45
2025-06-09 16-24-40,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",138.61
2025-06-09 16-24-40,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",132.39
2025-06-09 16-24-40,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",136.17
2025-06-09 16-24-40,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",146.12
2025-06-09 16-24-40,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",141.38
2025-06-09 16-24-41,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",164.14
2025-06-09 16-24-41,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",148.42
2025-06-09 16-24-41,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",145.94
2025-06-09 16-24-41,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",141.33
2025-06-09 16-24-41,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",143.85
2025-06-09 16-24-42,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",148.86
2025-06-09 16-24-42,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",142.93
2025-06-09 16-24-42,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",140.32
2025-06-09 16-24-42,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",210.56
2025-06-09 16-24-42,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",201.74
2025-06-09 16-24-43,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",198.76
2025-06-09 16-24-43,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",204.23
2025-06-09 16-24-43,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",190.92
2025-06-09 16-24-43,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",193.93
2025-06-09 16-24-44,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",195.57
2025-06-09 16-24-44,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",193.08
2025-06-09 16-24-44,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",195.51
2025-06-09 16-24-44,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",196.18
2025-06-09 16-24-44,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",213.46
2025-06-09 16-24-45,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",202.2
2025-06-09 16-24-45,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",199.76
2025-06-09 16-24-45,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",195.24
2025-06-09 16-24-45,Camera 0,3,0.03,OFF,High (0.27),"1,2,4",198.1
2025-06-09 16-24-46,Camera 0,2,0.02,OFF,High (0.27),"1,2",203.36
2025-06-09 16-24-46,Camera 0,2,0.02,OFF,High (0.27),"1,2",207.33
2025-06-09 16-24-46,Camera 0,2,0.02,OFF,High (0.27),"1,2",137.55
2025-06-09 16-24-46,Camera 0,2,0.02,OFF,High (0.27),"1,2",154.24
2025-06-09 16-24-47,Camera 0,2,0.02,OFF,High (0.27),"1,2",149.06
2025-06-09 16-24-47,Camera 0,2,0.02,OFF,High (0.27),"1,2",145.45
2025-06-09 16-24-47,Camera 0,2,0.02,OFF,High (0.27),"1,2",137.15
2025-06-09 16-24-47,Camera 0,2,0.02,OFF,High (0.27),"1,2",141.93
2025-06-09 16-24-47,Camera 0,2,0.02,OFF,High (0.27),"1,2",148.46
2025-06-09 16-24-48,Camera 0,2,0.02,OFF,High (0.27),"1,2",167.34
2025-06-09 16-24-48,Camera 0,2,0.02,OFF,High (0.27),"1,2",136.29
2025-06-09 16-24-48,Camera 0,2,0.02,OFF,High (0.27),"1,2",141.79
2025-06-09 16-24-48,Camera 0,2,0.02,OFF,High (0.27),"1,2",142.74
2025-06-09 16-24-48,Camera 0,2,0.02,OFF,High (0.27),"1,2",141.22
2025-06-09 16-24-48,Camera 0,2,0.02,OFF,High (0.27),"1,2",146.91
2025-06-09 16-24-49,Camera 0,2,0.02,OFF,High (0.27),"1,2",145.65
2025-06-09 16-24-49,Camera 0,2,0.02,OFF,High (0.27),"1,2",142.13
2025-06-09 16-24-49,Camera 0,2,0.02,OFF,High (0.27),"1,2",141.74
2025-06-09 16-24-49,Camera 0,2,0.02,OFF,High (0.27),"1,2",141.48
2025-06-09 16-24-49,Camera 0,2,0.02,OFF,High (0.27),"1,2",203
2025-06-09 16-24-50,Camera 0,2,0.02,OFF,High (0.27),"1,2",201.26
2025-06-09 16-24-50,Camera 0,2,0.02,OFF,High (0.27),"1,2",211.52
2025-06-09 16-24-50,Camera 0,2,0.02,OFF,High (0.27),"1,2",169.78
2025-06-09 16-24-50,Camera 0,2,0.02,OFF,High (0.27),"1,2",141.8
2025-06-09 16-24-51,Camera 0,2,0.02,OFF,High (0.27),"1,2",279.58
2025-06-09 16-24-51,Camera 0,2,0.02,OFF,High (0.27),"1,2",438.48
2025-06-09 16-24-51,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",289.48
2025-06-09 16-24-52,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",238.03
2025-06-09 16-24-52,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",250.33
2025-06-09 16-24-52,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",247.66
2025-06-09 16-24-53,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",215.58
2025-06-09 16-24-53,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",212.42
2025-06-09 16-24-53,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",274.35
2025-06-09 16-24-53,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",227.93
2025-06-09 16-24-54,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",208.09
2025-06-09 16-24-54,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",273.69
2025-06-09 16-24-54,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",199.39
2025-06-09 16-24-55,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",247.44
2025-06-09 16-24-55,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",231.46
2025-06-09 16-24-55,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",188.13
2025-06-09 16-24-55,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",178.14
2025-06-09 16-24-56,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",229.34
2025-06-09 16-24-56,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",215.91
2025-06-09 16-24-56,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",213.43
2025-06-09 16-24-56,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",223.9
2025-06-09 16-24-57,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",256.47
2025-06-09 16-24-57,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",210.65
2025-06-09 16-24-57,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",220.97
2025-06-09 16-24-57,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",236.65
2025-06-09 16-24-58,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",242.06
2025-06-09 16-24-58,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",208.69
2025-06-09 16-24-58,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",211.15
2025-06-09 16-24-59,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",209.66
2025-06-09 16-24-59,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",190.27
2025-06-09 16-24-59,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",179.61
2025-06-09 16-24-59,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",190.18
2025-06-09 16-25-00,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",200.6
2025-06-09 16-25-00,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",183.71
2025-06-09 16-25-00,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",210.94
2025-06-09 16-25-00,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",152.66
2025-06-09 16-25-01,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",138.37
2025-06-09 16-25-01,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",218.56
2025-06-09 16-25-01,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",188.65
2025-06-09 16-25-01,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",186.02
2025-06-09 16-25-02,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",187.04
2025-06-09 16-25-02,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",278.84
2025-06-09 16-25-02,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",316.86
2025-06-09 16-25-02,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",230.68
2025-06-09 16-25-03,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",219.84
2025-06-09 16-25-03,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",215.18
2025-06-09 16-25-03,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",212.15
2025-06-09 16-25-04,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",225.04
2025-06-09 16-25-04,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",215.27
2025-06-09 16-25-04,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",218.2
2025-06-09 16-25-04,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",217.43
2025-06-09 16-25-05,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",211.62
2025-06-09 16-25-05,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",222.49
2025-06-09 16-25-05,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",213.67
2025-06-09 16-25-05,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",220.22
2025-06-09 16-25-06,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",213.66
2025-06-09 16-25-06,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",218.98
2025-06-09 16-25-06,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",202.62
2025-06-09 16-25-06,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",223.27
2025-06-09 16-25-07,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",215.74
2025-06-09 16-25-07,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",218.37
2025-06-09 16-25-07,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",247.2
2025-06-09 16-25-08,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",266.64
2025-06-09 16-25-08,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",251.56
2025-06-09 16-25-08,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",189.34
2025-06-09 16-25-08,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",258.06
2025-06-09 16-25-09,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",332.12
2025-06-09 16-25-09,Camera 0,3,0.03,OFF,High (0.27),"1,2,6",278.54
2025-06-09 16-25-09,Camera 0,4,0.04,OFF,High (0.27),"1,2,6,12",395.67
2025-06-09 16-25-10,Camera 0,4,0.04,OFF,High (0.27),"1,2,6,12",245.95
2025-06-09 16-25-10,Camera 0,4,0.04,OFF,High (0.27),"1,2,6,12",272.97
2025-06-09 16-25-10,Camera 0,4,0.04,OFF,High (0.27),"1,2,6,12",289.03
2025-06-09 16-25-11,Camera 0,4,0.04,OFF,High (0.27),"1,2,6,12",298.12
2025-06-09 16-25-11,Camera 0,4,0.04,OFF,High (0.27),"1,2,6,12",258.13
2025-06-09 16-25-11,Camera 0,4,0.04,OFF,High (0.27),"1,2,6,12",247.16
2025-06-09 16-25-12,Camera 0,4,0.04,OFF,High (0.27),"1,2,6,12",246.4
2025-06-09 16-25-12,Camera 0,4,0.04,OFF,High (0.27),"1,2,6,12",381.21
2025-06-09 16-25-12,Camera 0,4,0.04,OFF,High (0.27),"1,2,6,12",319.17
2025-06-09 16-25-13,Camera 0,5,0.05,OFF,High (0.27),"1,2,6,12,14",285.51
2025-06-09 16-25-13,Camera 0,5,0.05,OFF,High (0.27),"1,2,6,12,14",215.02
2025-06-09 16-25-13,Camera 0,5,0.05,OFF,High (0.27),"1,2,6,12,14",187.18
2025-06-09 16-25-14,Camera 0,5,0.05,OFF,High (0.27),"1,2,6,12,14",179.03
2025-06-09 16-25-14,Camera 0,5,0.05,OFF,High (0.27),"1,2,6,12,14",241.92
2025-06-09 16-25-14,Camera 0,5,0.05,OFF,High (0.27),"1,2,6,12,14",318.47
2025-06-09 16-25-15,Camera 0,5,0.05,OFF,High (0.27),"1,2,6,12,14",297.31
2025-06-09 16-25-15,Camera 0,6,0.06,ON,High (0.27),"1,2,6,12,14,15",241.2
2025-06-09 16-25-15,Camera 0,6,0.06,ON,High (0.27),"1,2,6,12,14,15",288.36
2025-06-09 16-25-15,Camera 0,6,0.06,ON,High (0.27),"1,2,6,12,14,15",283.21
2025-06-09 16-25-16,Camera 0,6,0.06,ON,High (0.27),"1,2,6,12,14,15",469.79
2025-06-09 16-25-16,Camera 0,6,0.06,ON,High (0.27),"1,2,6,12,14,15",307.12
2025-06-09 16-25-17,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",280.09
2025-06-09 16-25-17,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",234.07
2025-06-09 16-25-17,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",246.1
2025-06-09 16-25-18,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",254.57
2025-06-09 16-25-18,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",325.27
2025-06-09 16-25-18,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",259
2025-06-09 16-25-19,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",298.59
2025-06-09 16-25-19,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",279.89
2025-06-09 16-25-19,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",248.12
2025-06-09 16-25-20,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",256.5
2025-06-09 16-25-20,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",239.86
2025-06-09 16-25-20,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",261.93
2025-06-09 16-25-20,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",260.39
2025-06-09 16-25-21,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",256.59
2025-06-09 16-25-21,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",277.48
2025-06-09 16-25-21,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",262.09
2025-06-09 16-25-22,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",245.54
2025-06-09 16-25-22,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",254.6
2025-06-09 16-25-22,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",244.05
2025-06-09 16-25-23,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",258.26
2025-06-09 16-25-23,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",255.81
2025-06-09 16-25-23,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",264.09
2025-06-09 16-25-23,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",261.87
2025-06-09 16-25-24,Camera 0,7,0.07,ON,High (0.27),"1,2,6,12,14,15,17",258.28
